aad	xaa1 xas
verzaker	xaw xbj0 xaq xbb xaa1 xak xbj0 xaq
verzakking	xaw xbj0 xaq xbb xbg1 xak xbo0 xbd
verzamelaar	xaw xbj0 xaq xbb xaa1 xam xbj0 xal xaa0 xaq
verzamelaars	xaw xbj0 xaq xbb xaa1 xam xbj0 xal xaa0 xaq xar
verzamelbegrip	xaw xbj0 xaq xbb xaa1 xam xbj0 xal xab xbj0 xbn xaq xbo0 xap
verzamelen	xaw xbj0 xaq xbb xaa1 xam xbj0 xal xbj0 xan
verzameling	xaw xbj0 xaq xbb xaa1 xam xbj0 xal xbo0 xbd
verzamelplaats	xaw xbj0 xaq xbb xaa1 xam xbj0 xal xap xal xaa0 xas xar
verzanden	xaw xbj0 xaq xbb xbg1 xan xac xbj0 xan
verzanding	xaw xbj0 xaq xbb xbg1 xan xac xbo0 xbd
verzeggen	xaw xbj0 xaq xbb xbk1 xbn xbj0 xan
verzekeraar	xaw xbj0 xaq xbb xad1 xak xbj0 xaq xaa0 xaq
verzekerbaar	xaw xbj0 xaq xbb xad1 xak xbj0 xaq xab xaa0 xaq
verzekeren	xaw xbj0 xaq xbb xad1 xak xbj0 xaq xbj0 xan
verzekering	xaw xbj0 xaq xbb xad1 xak xbj0 xaq xbo0 xbd
verzekeringnemer	xaw xbj0 xaq xbb xad1 xak xbj0 xaq xbo0 xbd xan xad0 xam xbj0 xaq
verzekeringsagent	xaw xbj0 xaq xbb xad1 xak xbj0 xaq xbo0 xbd xar xaa0 xbn xbk0 xan xas
verzekeringsmaatschappij	xaw xbj0 xaq xbb xad1 xak xbj0 xaq xbo0 xbd xar xam xaa0 xas xar xax xbg0 xap xbk0 xai
verzekeringsmakelaar	xaw xbj0 xaq xbb xad1 xak xbj0 xaq xbo0 xbd xar xam xaa0 xak xbj0 xal xaa0 xaq
verzen	xaw xbk1 xaq xbb xbj0 xan
verzenden	xaw xbj0 xaq xbb xbk1 xan xac xbj0 xan
verzendkosten	xaw xbj0 xaq xbb xbk1 xan xas xak xbh0 xar xas xbj0 xan
verzenen	xaw xbk1 xaq xbb xbj0 xan xbj0 xan
verzengen	xaw xbj0 xaq xbb xbk1 xbd xbj0 xan
verzet	xaw xbj0 xaq xbb xbk1 xas
verzetsman	xaw xbj0 xaq xbb xbk1 xas xar xam xbg0 xan
verzetsstrijder	xaw xbj0 xaq xbb xbk1 xas xar xas xaq xbk0 xai xac xbj0 xaq
verzetsstrijdster	xaw xbj0 xaq xbb xbk1 xas xar xas xaq xbk0 xai xas xar xas xbj0 xaq
verzetsvrouw	xaw xbj0 xaq xbb xbk1 xas xar xaw xaq xbg0 xav
verzetting	xaw xbj0 xaq xbb xbk1 xas xbo0 xbd
verzieden	xaw xbj0 xaq xbb xag1 xac xbj0 xan
verzijpen	xaw xbj0 xaq xbb xbk1 xai xap xbj0 xan
verzingen	xaw xbj0 xaq xbb xbo1 xbd xbj0 xan
verzinnen	xaw xbj0 xaq xbb xbo1 xan xbj0 xan
verzitten	xaw xbj0 xaq xbb xbo1 xas xbj0 xan
verzorgd	xaw xbj0 xaq xbb xbh1 xaq xax xas
verzorgen	xaw xbj0 xaq xbb xbh1 xaq xbn xbj0 xan
verzorger	xaw xbj0 xaq xbb xbh1 xaq xbn xbj0 xaq
verzorgingshuis	xaw xbj0 xaq xbb xbh1 xaq xbn xbo0 xbd xar xaf xbe0 xba xar
verzorgingsplaats	xaw xbj0 xaq xbb xbh1 xaq xbn xbo0 xbd xar xap xal xaa0 xas xar
verzorgingsstaat	xaw xbj0 xaq xbb xbh1 xaq xbn xbo0 xbd xar xar xas xaa0 xas
verzorgpony	xaw xbj0 xaq xbb xbh1 xaq xax xap xbh0 xan xag0
verzouten	xaw xbj0 xaq xbb xbg1 xav xas xbj0 xan
verzuchten	xaw xbj0 xaq xbb xbr1 xax xas xbj0 xan
verzuilen	xaw xbj0 xaq xbb xbe1 xba xal xbj0 xan
verzuiling	xaw xbj0 xaq xbb xbe1 xba xal xbo0 xbd
verzuipen	xaw xbj0 xaq xbb xbe1 xba xap xbj0 xan
verzwakken	xaw xbj0 xaq xbb xbq xbg1 xak xbj0 xan
verzwakking	xaw xbj0 xaq xbb xbq xbg1 xak xbo0 xbd
verzweedsen	xaw xbj0 xaq xbb xbq xad1 xas xar xbj0 xan
verzweedsing	xaw xbj0 xaq xbb xbq xad1 xas xar xbo0 xbd
verzwerven	xaw xbj0 xaq xbb xbq xbk1 xaq xaw xbj0 xan
vest	xaw xbk1 xar xas
vestaals	xaw xbk1 xar xas xaa0 xal xar
vestale	xaw xbk1 xar xas xaa0 xal xbj0
vesten	xaw xbk1 xar xas xbj0 xan
vestigen	xaw xbk1 xar xas xbj0 xbn xbj0 xan
vestiging	xaw xbk1 xar xas xbj0 xbn xbo0 xbd
vestigingsklimaat	xaw xbk1 xar xas xbj0 xbn xbo0 xbd xar xak xal xag0 xam xaa0 xas
vesting	xaw xbk1 xar xas xbo0 xbd
vestingstad	xaw xbk1 xar xas xbo0 xbd xar xas xbg0 xas
vestingwerk	xaw xbk1 xar xas xbo0 xbd xbq xbk0 xaq xak
vet	xaw xbk1 xas
vetarm	xaw xbk1 xas xbg0 xaq xam
vetbol	xaw xbk1 xas xab xbh0 xal
vete	xaw xad1 xas xbj0
veter	xaw xad1 xas xbj0 xaq
veteraan	xaw xad1 xas xbj0 xaq xaa0 xan
veteraantje	xaw xad1 xas xbj0 xaq xaa0 xan xas xaj xbj0
veteranen	xaw xad1 xas xbj0 xaq xaa0 xan xbj0 xan
veterband	xaw xad1 xas xbj0 xaq xab xbg0 xan xas
vetewezen	xaw xad1 xas xbj0 xbq xad0 xbb xbj0 xan
vetgans	xaw xbk1 xas xax xbg0 xan xar
vethart	xaw xbk1 xas xaf xbg0 xaq xas
vetklep	xaw xbk1 xas xak xal xbk0 xap
vetkruid	xaw xbk1 xas xak xaq xbe0 xba xas
vetkuif	xaw xbk1 xas xak xbe0 xba xae
vetlaars	xaw xbk1 xas xal xaa0 xaq xar
vetleer	xaw xbk1 xas xal xad0 xaq
vetmesten	xaw xbk1 xas xam xbk0 xar xas xbj0 xan
veto	xaw xad1 xas xao0
vetorecht	xaw xad1 xas xao0 xaq xbk0 xax xas
vetplant	xaw xbk1 xas xap xal xbg0 xan xas
vetpot	xaw xbk1 xas xap xbh0 xas
vetreserve	xaw xbk1 xas xaq xbj0 xbb xbk0 xaq xaw xbj0
vette	xaw xbk1 xas xbj0
vetweefsel	xaw xbk1 xas xbq xad0 xae xar xbj0 xal
vetzak	xaw xbk1 xas xbb xbg0 xak
vetzakje	xaw xbk1 xas xbb xbg0 xak xaj xbj0
vetzakjes	xaw xbk1 xas xbb xbg0 xak xaj xbj0 xar
vetzakken	xaw xbk1 xas xbb xbg0 xak xbj0 xan
vetzuur	xaw xbk1 xas xbb xay0 xaq
veulen	xaw xbc1 xal xbj0 xan
veulendragend	xaw xbc1 xal xbj0 xan xac xaq xaa0 xbn xbj0 xan xas
veulenpaard	xaw xbc1 xal xbj0 xan xap xaa0 xaq xas
vezel	xaw xad1 xbb xbj0 xal
via	xaw xag1 xaa0
vibratie	xaw xag1 xab xaq xaa0 xas xar xag0
vibrator	xaw xag1 xab xaq xaa0 xas xbh0 xaq
vibreren	xaw xag1 xab xaq xad0 xaq xbj0 xan
vicaris	xaw xag1 xak xaa0 xaq xbo0 xar
vicepresident	xaw xag1 xar xbj0 xap xaq xad0 xar xag0 xac xbk0 xan xas
video	xaw xag1 xac xag0 xao0
videobellen	xaw xag1 xac xag0 xao0 xab xbk0 xal xbj0 xan
videobestand	xaw xag1 xac xag0 xao0 xab xbj0 xar xas xbg0 xan xas
videoboodschap	xaw xag1 xac xag0 xao0 xab xao0 xas xar xax xbg0 xap
videocamera	xaw xag1 xac xag0 xao0 xak xaa0 xam xbj0 xaq xaa0
videogame	xaw xag1 xac xag0 xao0 xbm xad0 xam
videogames	xaw xag1 xac xag0 xao0 xbm xad0 xam xar
videogesprek	xaw xag1 xac xag0 xao0 xbn xbj0 xar xap xaq xbk0 xak
videorecorder	xaw xag1 xac xag0 xao0 xaq xag0 xak xbh0 xaq xac xbj0 xaq
videospel	xaw xag1 xac xag0 xao0 xar xap xbk0 xal
videotheek	xaw xag1 xac xag0 xao0 xas xad0 xak
vief	xaw xag1 xae
viel	xaw xag1 xal
viennoiserie	xaw xaj xbk1 xan xbq xaa0 xbb xbj0 xaq xag0
vier	xaw xag1 xaq
vierdaags	xaw xah1 xaq xac xaa0 xax xar
vierdaagse	xaw xah1 xaq xac xaa0 xax xar xbj0
vierde	xaw xag1 xaq xac xbj0
vierduitenstuk	xaw xah1 xaq xac xbe0 xba xas xbj0 xan xar xas xbr0 xak
vierduitstuk	xaw xah1 xaq xac xbe0 xba xas xar xas xbr0 xak
vieren	xaw xag1 xaq xbj0 xan
vierendelen	xaw xah1 xaq xbj0 xan xac xad0 xal xbj0 xan
vierendeling	xaw xah1 xaq xbj0 xan xac xad0 xal xbo0 xbd
vierendertig	xaw xah1 xaq xbj0 xan xac xbk0 xaq xas xbj0 xax
vierentwintig	xaw xah1 xaq xbj0 xan xas xbq xbo0 xan xas xbj0 xax
vierenveertig	xaw xah1 xaq xbj0 xan xaw xad0 xaq xas xbj0 xax
vierenvijftig	xaw xah1 xaq xbj0 xan xaw xbk0 xai xae xas xbj0 xax
vierenzestig	xaw xah1 xaq xbj0 xan xar xbk0 xar xas xbj0 xax
vierenzeventig	xaw xah1 xaq xbj0 xan xar xad0 xaw xbj0 xan xas xbj0 xax
vierhoek	xaw xag1 xaq xaf xat0 xak
vierhonderd	xaw xah1 xaq xaf xbh0 xan xac xbj0 xaq xas
vierhoog	xaw xag1 xaq xaf xao0 xax
viering	xaw xag1 xaq xbo0 xbd
vieringtoren	xaw xag1 xaq xbo0 xbd xas xao0 xaq xbj0 xan
vierkant	xaw xah1 xaq xak xbg0 xan xas
vierkantswortel	xaw xah1 xaq xak xbg0 xan xas xar xbq xbh0 xaq xas xbj0 xal
vierkwartsmaat	xaw xag1 xaq xak xbq xbg0 xaq xas xar xam xaa0 xas
viermotorig	xaw xah1 xaq xam xao0 xas xao0 xaq xbj0 xax
vierpotig	xaw xah1 xaq xap xao0 xas xbj0 xax
vierpuntsdruktoets	xaw xah1 xaq xap xbr0 xan xas xar xac xaq xbr0 xak xas xat0 xas xar
vierspan	xaw xah1 xaq xar xap xbg0 xan
viertaktmotor	xaw xah1 xaq xas xbg0 xak xas xam xao0 xas xbh0 xaq
viertallig	xaw xah1 xaq xas xbg0 xal xbj0 xax
viertrapsraket	xaw xag1 xaq xas xaq xbg0 xap xar xaq xaa0 xak xbk0 xas
viertrapsraketten	xaw xag1 xaq xas xaq xbg0 xap xar xaq xaa0 xak xbk0 xas xbj0 xan
vieruurtje	xaw xag1 xaq xay0 xaq xas xaj xbj0
viervlak	xaw xag1 xaq xaw xal xbg0 xak
viervoeter	xaw xah1 xaq xaw xat0 xas xbj0 xaq
viervorst	xaw xah1 xaq xaw xbh0 xaq xar xas
viervoudig	xaw xah1 xaq xaw xbg0 xav xac xbj0 xax
vierwielaandrijving	xaw xah1 xaq xbq xag0 xal xaa0 xan xac xaq xbk0 xai xaw xbo0 xbd
vierwieler	xaw xah1 xaq xbq xag0 xal xbj0 xaq
vies	xaw xag1 xar
viespeuk	xaw xag1 xar xap xbc0 xak
vigeren	xaw xag1 xbn xad0 xaq xbj0 xan
vijand	xaw xbk1 xai xaj xbg0 xan xas
vijandelijk	xaw xbk1 xai xbg0 xan xac xbj0 xal xbj0 xak
vijandelijkheid	xaw xbk1 xai xbg0 xan xac xbj0 xal xbj0 xak xaf xbk0 xai xas
vijandig	xaw xbk1 xai xaj xbg0 xan xac xbj0 xax
vijandschap	xaw xbk1 xai xbg0 xan xas xar xax xbg0 xap
vijf	xaw xbk1 xai xae
vijfde	xaw xbk1 xai xae xac xbj0
vijfendertig	xaw xbk1 xai xae xbj0 xan xac xbk0 xaq xas xbj0 xax
vijfentwintig	xaw xbk1 xai xae xbj0 xan xas xbq xbo0 xan xas xbj0 xax
vijfentwintigjarig	xaw xbk1 xai xae xbj0 xan xas xbq xbo0 xan xas xbj0 xax xaj xaa0 xaq xbj0 xax
vijfentwintigjarige	xaw xbk1 xai xae xbj0 xan xas xbq xbo0 xan xas xbj0 xax xaj xaa0 xaq xbj0 xbn xbj0
vijfenveertig	xaw xbk1 xai xae xbj0 xan xaw xad0 xaq xas xbj0 xax
vijfenvijftig	xaw xbk1 xai xae xbj0 xan xaw xbk0 xai xae xas xbj0 xax
vijfenzestig	xaw xbk1 xai xae xbj0 xan xar xbk0 xar xas xbj0 xax
vijfenzeventig	xaw xbk1 xai xae xbj0 xan xar xad0 xaw xbj0 xan xas xbj0 xax
vijfhoek	xaw xbk1 xai xae xaf xat0 xak
vijfhonderd	xaw xbk1 xai xae xaf xbh0 xan xac xbj0 xaq xas
vijfhoog	xaw xbk1 xai xae xaf xao0 xax
vijfjaarsoverleving	xaw xbk1 xai xae xaj xaa0 xaq xar xao0 xaw xbj0 xaq xal xad0 xaw xbo0 xbd
vijfjarenplan	xaw xbk1 xai xae xaj xaa0 xaq xbj0 xan xap xal xbg0 xan
vijfje	xaw xbk1 xai xae xaj xbj0
vijfmotorig	xaw xbk1 xai xae xam xao0 xas xao0 xaq xbj0 xax
vijftien	xaw xbk1 xai xae xas xag0 xan
vijftiende	xaw xbk1 xai xae xas xag0 xan xac xbj0
vijftienduizend	xaw xbk1 xai xae xas xag0 xan xac xbe0 xba xbb xbj0 xan xas
vijftig	xaw xbk1 xai xae xas xbj0 xax
vijftiger	xae xbk1 xai xae xas xbj0 xbn xbj0 xaq
vijftigers	xae xbk1 xai xae xas xbj0 xbn xbj0 xaq xar
vijftigste	xaw xbk1 xai xae xas xbj0 xax xar xas xbj0
vijfvlak	xaw xbk1 xai xaw xal xbg0 xak
vijg	xaw xbk1 xai xax
vijgcactus	xaw xbk1 xai xax xak xbg0 xak xas xbr0 xar
vijgeboom	xaw xbk1 xai xbn xbj0 xab xao0 xam
vijgenboom	xaw xbk1 xai xbn xbj0 xan xab xao0 xam
vijgencactus	xaw xbk1 xai xbn xbj0 xan xak xbg0 xak xas xbr0 xar
vijl	xaw xbk1 xai xal
vijlen	xaw xbk1 xai xal xbj0 xan
vijlvis	xaw xbk1 xai xal xaw xbo0 xar
vijs	xaw xbk1 xai xar
vijver	xaw xbk1 xai xaw xbj0 xaq
vijzel	xaw xbk1 xai xbb xbj0 xal
vijzen	xaw xbk1 xai xbb xbj0 xan
vilajet	xaw xag1 xal xaa0 xaj xbk0 xas
vilder	xaw xbo1 xal xac xbj0 xaq
vilein	xaw xag1 xal xbk0 xai xan
villa	xaw xag1 xal xaa0
villasubsidie	xaw xag1 xal xaa0 xar xbr0 xap xar xag0 xac xag0
vilt	xaw xbo1 xal xas
vin	xaw xbo1 xan
vind	xaw xbo1 xan xas
vinden	xaw xbo1 xan xac xbj0 xan
vinder	xae xbo1 xan xac xbj0 xaq
vinding	xaw xbo1 xan xac xbo0 xbd
vindingrijk	xaw xbo1 xan xac xbo0 xbd xaq xbk0 xai xak
vindingrijkheid	xaw xbo1 xan xac xbo0 xbd xaq xbk0 xai xak xaf xbk0 xai xas
vindplaats	xaw xbo1 xan xas xap xal xaa0 xas xar
vinger	xaw xbo1 xbd xbj0 xaq
vingerafdruk	xaw xbo1 xbd xbj0 xaq xbg0 xae xac xaq xbr0 xak
vingerdier	xaw xbo1 xbd xbj0 xaq xac xah0 xaq
vingeren	xaw xbo1 xbd xbj0 xaq xbj0 xan
vingerhoed	xaw xbo1 xbd xbj0 xaq xaf xat0 xas
vingernagel	xaw xbo1 xbd xbj0 xaq xan xaa0 xbn xbj0 xal
vingers	xaw xbo1 xbd xbj0 xaq xar
vingertop	xaw xbo1 xbd xbj0 xaq xas xbh0 xap
vingt	xaw xbo1 xbd xas
vink	xaw xbo1 xbd xak
vinoloog	xaw xag1 xan xao0 xal xao0 xax
vintage	xaw xbo1 xan xas xbo0 xas xbp
vintagekleding	xaw xbo1 xan xas xbo0 xas xbp xak xal xad0 xac xbo0 xbd
vinvis	xaw xbo1 xan xaw xbo0 xar
violen	xaw xag1 xaj xao0 xal xbj0 xan
violet	xaw xag1 xao0 xal xbk0 xas
violist	xaw xag1 xao0 xal xbo0 xar xas
viool	xaw xag1 xao0 xal
vioolspeler	xaw xag1 xaj xao0 xal xar xap xad0 xal xbj0 xaq
viooltje	xaw xag1 xao0 xal xas xaj xbj0
viraal	xaw xag1 xaq xaa0 xal
virologie	xaw xah1 xaq xao0 xal xao0 xbn xag0
virologisch	xaw xah1 xaq xao0 xal xao0 xbn xag0 xar
viroloog	xaw xah1 xaq xao0 xal xao0 xax
virtuoos	xaw xbo1 xaq xas xay0 xao0 xar
virus	xaw xah1 xaq xbr0 xar
virusdeeltje	xaw xah1 xaq xbr0 xar xac xad0 xal xas xaj xbj0
virusinfectie	xaw xah1 xaq xbr0 xar xbo0 xan xae xbk0 xak xar xag0
virusremmer	xaw xah1 xaq xbr0 xar xaq xbk0 xam xbj0 xaq
virusvrij	xaw xah1 xaq xbr0 xar xae xaq xbk0 xai
viruswappie	xaw xah1 xaq xbr0 xar xbq xbg0 xap xag0
vis	xaw xbo1 xar
visa	xaw xag1 xbb xaa0
visarend	xaw xbo1 xar xaa0 xaq xbj0 xan xas
visbestand	xaw xbo1 xar xab xbj0 xar xas xbg0 xan xas
visdief	xaw xbo1 xar xac xag0 xae
visgerei	xaw xbo1 xar xax xbj0 xaq xbk0 xai
visgrom	xaw xbo1 xar xax xaq xbh0 xam
visie	xaw xag1 xbb xag0
visioen	xaw xag1 xbb xag0 xat0 xan
visionair	xaw xag1 xbb xag0 xaj xao0 xan xbl0 xaq
visite	xaw xag1 xbb xag0 xas xbj0
visje	xaw xbo1 xbp xbj0
viskraam	xaw xbo1 xar xak xaq xaa0 xam
viskweek	xaw xbo1 xar xak xbq xad0 xak
vislijm	xaw xbo1 xar xal xbk0 xai xam
vislijn	xaw xbo1 xar xal xbk0 xai xan
visluis	xaw xbo1 xar xal xbe0 xba xar
vismarter	xaw xbo1 xar xam xbg0 xaq xas xbj0 xaq
vismeel	xaw xbo1 xar xam xad0 xal
visnet	xaw xbo1 xar xan xbk0 xas
visolie	xaw xbo1 xar xao0 xal xag0
vispopulatie	xaw xbo1 xar xap xao0 xap xay0 xal xaa0 xas xar xag0
visquotum	xaw xbo1 xar xak xbq xao0 xas xbr0 xam
visrijk	xaw xbo1 xar xaq xbk0 xai xak
vissen	xaw xbo1 xar xbj0 xan
vissenrijk	xaw xbo1 xar xbj0 xan xaq xbk0 xai xak
visser	xaw xbo1 xar xbj0 xaq
vissersboot	xaw xbo1 xar xbj0 xaq xar xab xao0 xas
visserschip	xaw xbo1 xar xbj0 xaq xar xax xbo0 xap
vissersdorp	xaw xbo1 xar xbj0 xaq xar xac xbh0 xaq xap
vissersschip	xaw xbo1 xar xbj0 xaq xar xax xbo0 xap
vissig	xaw xbo1 xar xbj0 xax
vissluis	xaw xbo1 xar xal xbe0 xba xar
visstand	xaw xbo1 xar xas xbg0 xan xas
vissterfte	xaw xbo1 xar xas xbk0 xaq xae xas xbj0
visteelt	xaw xbo1 xar xas xad0 xal xas
vistrek	xaw xbo1 xar xas xaq xbk0 xak
vistuig	xaw xbo1 xar xas xbe0 xba xax
visualisatie	xaw xag1 xbb xay0 xaa0 xal xag0 xbb xaa0 xas xar xag0
visualiseren	xaw xag1 xbb xay0 xaa0 xal xag0 xbb xad0 xaq xbj0 xan
visueel	xaw xag1 xbb xay0 xad0 xal
visuil	xaw xbo1 xar xbe0 xba xal
visuilen	xaw xbo1 xar xbe0 xba xal xbj0 xan
visum	xaw xag1 xbb xbr0 xam
visvervanger	xaw xbo1 xar xaw xbj0 xaq xaw xbg0 xbd xbj0 xaq
visvork	xaw xbo1 xar xae xbh0 xaq xak
viswijf	xaw xbo1 xar xbq xbk0 xai xae
vita	xaw xag1 xas xaa0
vitaal	xaw xag1 xas xaa0 xal
vitae	xaw xag1 xas xbg0 xag0
vitamine	xaw xag1 xas xaa0 xam xag0 xan xbj0
vitaminearm	xaw xag1 xas xaa0 xam xag0 xan xbj0 xbg0 xaq xam
vitaminerijk	xaw xag1 xas xaa0 xam xag0 xan xbj0 xaq xbk0 xai xak
vitrage	xaw xag1 xas xaq xaa0 xbs xbj0
vitrine	xaw xag1 xas xaq xag0 xan xbj0
vitriool	xaw xag1 xas xaq xag0 xao0 xal
vla	xaw xal xaa1
vlaag	xaw xal xaa1 xax
vlaai	xaw xal xaa1 xai
vlaflip	xaw xal xaa1 xae xal xbo0 xap
vlag	xaw xal xbg1 xax
vlaggendoek	xaw xal xbg1 xbn xbj0 xan xac xat0 xak
vlaggenmast	xaw xal xbg1 xbn xbj0 xan xam xbg0 xar xas
vlaggenparade	xae xal xbg1 xbn xbj0 xan xap xaa0 xaq xaa0 xac xbj0
vlaggenroof	xaw xal xbg1 xbn xbj0 xan xaq xao0 xae
vlaggenstok	xaw xal xbg1 xbn xbj0 xan xar xas xbh0 xak
vlagofficier	xaw xal xbg1 xax xbh0 xae xag0 xar xah0 xaq
vlak	xaw xal xbg1 xak
vlakbijl	xaw xal xbg1 xak xab xbk0 xai xal
vlakglas	xaw xal xbg1 xak xax xal xbg0 xar
vlakspoeler	xaw xal xbg1 xak xar xap xat0 xal xbj0 xaq
vlaktaks	xaw xal xbg1 xak xas xbg0 xak xar
vlakte	xaw xal xbg1 xak xas xbj0
vlaktemaat	xaw xal xbg1 xak xas xbj0 xam xaa0 xas
vlakuit	xaw xal xbg1 xak xbe0 xba xas
vlam	xaw xal xbg1 xam
vlammenwerper	xaw xal xbg1 xam xbj0 xan xbq xbk0 xaq xap xbj0 xaq
vlammenzee	xaw xal xbg1 xam xbj0 xan xbb xad0
vlammetje	xaw xal xbg1 xam xbj0 xas xaj xbj0
vlas	xaw xal xbg1 xar
vlasbekje	xaw xal xbg1 xar xab xbk0 xak xaj xbj0
vlaskleurig	xaw xal xbg1 xar xak xal xbc0 xaq xbj0 xax
vlecht	xaw xal xbk1 xax xas
vlechten	xaw xal xbk1 xax xas xbj0 xan
vleerhond	xaw xal xad1 xaq xaf xbh0 xan xas
vleermuis	xaw xal xad1 xaq xam xbe0 xba xar
vleermuizenkast	xaw xal xad1 xaq xam xbe0 xba xbb xbj0 xan xak xbg0 xar xas
vlees	xaw xal xad1 xar
vleesboom	xaw xal xad1 xar xab xao0 xam
vleesch	xaw xal xad1 xar
vleesetend	xaw xal xad1 xar xad0 xas xbj0 xan xas
vleeshamer	xaw xal xad1 xar xaf xaa0 xam xbj0 xaq
vleeshouwer	xaw xal xad1 xar xaf xbg0 xav xbj0 xaq
vleeskeuring	xaw xal xad1 xar xak xbc0 xaq xbo0 xbd
vleesnat	xaw xal xad1 xar xan xbg0 xas
vleesschaamte	xaw xal xad1 xar xax xaa0 xam xas xbj0
vleesschaap	xaw xal xad1 xar xax xaa0 xap
vleesvervanger	xaw xal xad1 xar xaw xbj0 xaq xaw xbg0 xbd xbj0 xaq
vleesverwerking	xaw xal xad1 xar xae xbj0 xaq xbq xbk0 xaq xak xbo0 xbd
vleeswaar	xaw xal xad1 xar xbq xaa0 xaq
vleet	xaw xal xad1 xas
vlegel	xaw xal xad1 xbn xbj0 xal
vleien	xaw xal xbk1 xai xbj0 xan
vleinaam	xaw xal xbk1 xai xan xaa0 xam
vlek	xaw xal xbk1 xak
vlekken	xaw xal xbk1 xak xbj0 xan
vlerk	xaw xal xbk1 xaq xak
vleselijk	xaw xal xad1 xar xbj0 xal xbj0 xak
vleug	xaw xal xbc1 xak
vleugel	xaw xal xbc1 xbn xbj0 xal
vleugeldeur	xaw xal xbc1 xbn xbj0 xal xac xbc0 xaq
vleugellam	xaw xal xbc1 xbn xbj0 xal xbg0 xam
vleugelloos	xaw xal xbc1 xbn xbj0 xal xal xao0 xar
vleugeltip	xaw xal xbc1 xbn xbj0 xal xas xbo0 xap
vlezes	xaw xal xad1 xbb xbj0 xar
vlezig	xaw xal xad1 xbb xbj0 xax
vlieboot	xaw xal xag1 xab xao0 xas
vlieden	xaw xal xag1 xac xbj0 xan
vlieg	xaw xal xag1 xax
vliegangst	xaw xal xag1 xax xbg0 xbd xar xas
vliegbasis	xaw xal xag1 xax xab xaa0 xbb xbo0 xar
vliegbereik	xaw xal xag1 xax xab xbj0 xaq xbk0 xai xak
vliegdek	xaw xal xag1 xbn xac xbk0 xak
vliegdekschip	xaw xal xag1 xbn xac xbk0 xak xar xax xbo0 xap
vliegen	xaw xal xag1 xbn xbj0 xan
vliegend	xaw xal xag1 xbn xbj0 xan xas
vliegende	xaw xal xag1 xbn xbj0 xan xac xbj0
vliegenmepper	xaw xal xag1 xbn xbj0 xan xam xbk0 xap xbj0 xaq
vliegenvanger	xaw xal xag1 xbn xbj0 xan xaw xbg0 xbd xbj0 xaq
vliegenvorst	xaw xal xag1 xbn xbj0 xan xaw xbh0 xaq xar xas
vliegenzwam	xaw xal xag1 xbn xbj0 xan xbb xbq xbg0 xam
vliegkamp	xaw xal xag1 xax xak xbg0 xam xap
vliegkampschip	xaw xal xag1 xax xak xbg0 xam xap xar xax xbo0 xap
vliegkunst	xaw xal xag1 xax xak xbr0 xan xar xas
vliegpark	xaw xal xag1 xax xap xbg0 xaq xak
vliegramp	xaw xal xag1 xax xaq xbg0 xam xap
vliegschaamte	xaw xal xag1 xax xar xax xaa0 xam xas xbj0
vliegt	xaw xal xag1 xax xas
vliegticket	xaw xal xag1 xax xas xbo0 xak xbj0 xas
vliegtoestel	xaw xal xag1 xax xas xat0 xar xas xbk0 xal
vliegtuig	xaw xal xag1 xax xas xbe0 xba xax
vliegtuigbom	xaw xal xag1 xax xas xbe0 xba xax xab xbh0 xam
vliegtuigkaper	xaw xal xag1 xax xas xbe0 xba xax xak xaa0 xap xbj0 xaq
vliegtuigkaping	xaw xal xag1 xax xas xbe0 xba xax xak xaa0 xap xbo0 xbd
vliegtuigmoederschip	xaw xal xag1 xax xas xbe0 xba xax xam xat0 xac xbj0 xaq xar xax xbo0 xap
vliegtuigslurf	xaw xal xag1 xax xas xbe0 xba xax xar xal xbr0 xaq xae
vliegveld	xaw xal xah1 xax xae xbk0 xal xas
vliegverkeer	xaw xal xag1 xax xaw xbj0 xaq xak xad0 xaq
vliegvissen	xaw xal xag1 xax xae xbo0 xar xbj0 xan
vliering	xaw xal xag1 xaq xbo0 xbd
vlies	xaw xal xag1 xar
vliesgevel	xaw xal xag1 xar xax xad0 xaw xbj0 xal
vliet	xaw xal xag1 xas
vlieten	xaw xal xag1 xas xbj0 xan
vlijen	xaw xal xbk1 xai xbj0 xan
vlijm	xaw xal xbk1 xai xam
vlijmscherp	xaw xal xbk1 xai xam xar xax xbk0 xaq xap
vlijt	xaw xal xbk1 xai xas
vlijtig	xaw xal xbk1 xai xas xbj0 xax
vlinder	xaw xal xbo1 xan xac xbj0 xaq
vlinderen	xaw xal xbo1 xan xac xbj0 xaq xbj0 xan
vlindermes	xaw xal xbo1 xan xac xbj0 xaq xam xbk0 xar
vlindernet	xaw xal xbo1 xan xac xbj0 xaq xan xbk0 xas
vlinderslag	xaw xal xbo1 xan xac xbj0 xaq xar xal xbg0 xax
vlinderstruik	xaw xal xbo1 xan xac xbj0 xaq xar xas xaq xbe0 xba xak
vlo	xaw xal xao1
vloed	xaw xal xat1 xas
vloedgolf	xaw xal xat1 xas xax xbh0 xal xae
vloedlijn	xaw xal xat1 xas xal xbk0 xai xan
vloedvlakte	xaw xal xat1 xas xaw xal xbg0 xak xas xbj0
vloei	xaw xal xat1 xai
vloeien	xaw xal xat1 xai xbj0 xan
vloeipapier	xaw xal xat1 xai xap xaa0 xap xah0 xaq
